,index,full_name,club,age,league
430,453,Eduardo Salvio,SL Benfica,26,Portuguese Primeira Liga
431,454,Daley Blind,Manchester United,27,English Premier League
432,455,Stephan El Shaarawy,Roma,24,Italian Serie A
433,456,Michail Antonio,West Ham United,27,English Premier League
434,457,Iago Falqué Silva,Torino,27,Italian Serie A
435,458,Ander Iturraspe Derteano,Athletic Club de Bilbao,28,Spanish Primera División
436,459,Salomón Rondón,West Bromwich Albion,27,English Premier League
437,460,Daniel Filipe Martins Carriço,Sevilla FC,28,Spanish Primera División
438,461,Marcel Schmelzer,Borussia Dortmund,29,German Bundesliga
439,462,James McCarthy,Everton,26,English Premier League
440,464,Paulo Henrique Chagas de Lima,Sevilla FC,27,Spanish Primera División
441,466,Danny Welbeck,Arsenal,26,English Premier League
442,467,Luiz Gustavo Dias,Olympique de Marseille,29,French Ligue 1
443,468,Mikel San José Domínguez,Athletic Club de Bilbao,28,Spanish Primera División
444,469,Matteo Darmian,Manchester United,27,English Premier League
445,470,Romain Thomas,Angers SCO,29,French Ligue 1
446,471,Christian Benteke,Crystal Palace,26,English Premier League
447,472,Ibrahima Traoré,Borussia Mönchengladbach,29,German Bundesliga
448,473,Sidnei Rechel da Silva Júnior,RC Deportivo de La Coruña,27,Spanish Primera División
449,474,Jeremain Lens,Be?ikta? JK,29,Turkish Süper Lig
450,475,Eder Citadin Martins,Inter,30,Italian Serie A
451,476,Francisco Casilla Cortés,Real Madrid CF,30,Spanish Primera División
452,477,Ignacio Monreal Eraso,Arsenal,31,English Premier League
453,478,Sven Bender,Bayer 04 Leverkusen,28,German Bundesliga
454,479,Augusto Fernández,Atlético Madrid,31,Spanish Primera División
455,482,Valter Birsa,Chievo Verona,30,Italian Serie A
456,483,Pedro León Sánchez Gil,SD Eibar,30,Spanish Primera División
457,484,Kevin-Prince Boateng,Eintracht Frankfurt,30,German Bundesliga
458,485,Iván Marcano Sierra,FC Porto,30,Portuguese Primeira Liga
459,486,Héctor Moreno,Roma,29,Italian Serie A
460,487,Sergio Romero,Manchester United,30,English Premier League
461,488,Antonio Candreva,Inter,30,Italian Serie A
462,490,Daniel Wass,RC Celta de Vigo,28,Spanish Primera División
463,492,Erik Lamela,Tottenham Hotspur,25,English Premier League
464,493,Ryan Bertrand,Southampton,27,English Premier League
465,495,Jardel Nivaldo Vieira,SL Benfica,31,Portuguese Primeira Liga
466,497,Dušan Basta,Lazio,32,Italian Serie A
467,498,Gustavo Cabral,RC Celta de Vigo,31,Spanish Primera División
468,499,Gabriel Paletta,Milan,31,Italian Serie A
469,500,Theo Walcott,Arsenal,28,English Premier League
470,501,?ukasz Fabia?ski,Swansea City,32,English Premier League
471,502,Ben Foster,West Bromwich Albion,34,English Premier League
472,503,Vedad Ibiševi?,Hertha BSC Berlin,32,German Bundesliga
473,505,Salomon Kalou,Hertha BSC Berlin,31,German Bundesliga
474,509,Javier Fuego Martínez,RCD Espanyol,33,Spanish Primera División
475,511,Antonio Mirante,Bologna,33,Italian Serie A
476,512,Vincent Enyeama,LOSC Lille,34,French Ligue 1
477,513,Federico Marchetti,Lazio,34,Italian Serie A
478,515,James Milner,Liverpool,31,English Premier League
479,516,Atiba Hutchinson,Be?ikta? JK,34,Turkish Süper Lig
480,517,Mehmet Topal,Fenerbahçe SK,31,Turkish Süper Lig
481,518,Jérémy Mathieu,Sporting CP,33,Portuguese Primeira Liga
482,519,Carlos Idriss Kameni,Fenerbahçe SK,33,Turkish Süper Lig
483,520,Phil Jagielka,Everton,34,English Premier League
484,521,Jermain Defoe,Bournemouth,34,English Premier League
485,522,Júlio César Soares Espíndola,SL Benfica,37,Portuguese Primeira Liga
486,523,Michael Carrick,Manchester United,35,English Premier League
487,525,Mikel Oyarzabal Ugarte,Real Sociedad,20,Spanish Primera División
488,526,Francisco Soares dos Santos,FC Porto,26,Portuguese Primeira Liga
489,528,Florin Andone,RC Deportivo de La Coruña,24,Spanish Primera División
490,529,Marcos Acuña,Sporting CP,25,Portuguese Primeira Liga
491,530,Victor Lindelöf,Manchester United,22,English Premier League
492,531,Yoan Cardinale,OGC Nice,23,French Ligue 1
493,532,Clément Lenglet,Sevilla FC,22,Spanish Primera División
494,533,Mahmoud Dahoud,Borussia Dortmund,21,German Bundesliga
495,534,Davide Zappacosta,Chelsea,25,English Premier League
496,535,Nikola Maksimovi?,Napoli,25,Italian Serie A
497,538,Kingsley Coman,FC Bayern Munich,21,German Bundesliga
498,540,Wylan Cyprien,OGC Nice,22,French Ligue 1
499,541,Diego Javier Llorente Ríos,Real Sociedad,23,Spanish Primera División
500,542,Anderson Souza Conceição,Be?ikta? JK,23,Turkish Süper Lig
501,544,Max Meyer,FC Schalke 04,21,German Bundesliga
502,545,José Luís Gayà Peña,Valencia CF,22,Spanish Primera División
503,546,Sofiane Boufal,Southampton,23,English Premier League
504,547,Marco Benassi,Fiorentina,22,Italian Serie A
505,549,Elseid Hysaj,Napoli,23,Italian Serie A
506,550,João Pedro Cavaco Cancelo,Inter,23,Italian Serie A
507,551,Alessio Romagnoli,Milan,22,Italian Serie A
508,552,Óliver Torres Muñoz,FC Porto,22,Portuguese Primeira Liga
509,553,Hakan Çalhano?lu,Milan,23,Italian Serie A
510,554,Bertrand Traoré,Olympique Lyonnais,21,French Ligue 1
511,555,Luciano Vietto,Atlético Madrid,23,Spanish Primera División
512,556,Maximilian Arnold,VfL Wolfsburg,23,German Bundesliga
513,557,Serge Gnabry,TSG 1899 Hoffenheim,21,German Bundesliga
514,558,Luke Shaw,Manchester United,21,English Premier League
515,559,Ben Davies,Tottenham Hotspur,24,English Premier League
516,560,Edin Viš?a,?stanbul Ba?ak?ehir FK,27,Turkish Süper Lig
517,562,Daniele Baselli,Torino,25,Italian Serie A
518,563,Arkadiusz Milik,Napoli,23,Italian Serie A
519,564,Juan Bernat Velasco,FC Bayern Munich,24,German Bundesliga
520,565,Willi Orban,RB Leipzig,24,German Bundesliga
521,566,Rubén Pardo Gutiérrez,Real Sociedad,24,Spanish Primera División
522,567,Kurt Zouma,Stoke City,22,English Premier League
523,568,Christoph Kramer,Borussia Mönchengladbach,26,German Bundesliga
524,570,John Stones,Manchester City,23,English Premier League
525,572,Memphis Depay,Olympique Lyonnais,23,French Ligue 1
526,573,Federico Fernández,Swansea City,28,English Premier League
527,574,Salif Sané,Hannover 96,26,German Bundesliga
528,575,Nicola Sansone,Villarreal CF,25,Spanish Primera División
529,576,Paul-Georges Ntep,VfL Wolfsburg,24,German Bundesliga
530,577,Jeison Murillo,Valencia CF,25,Spanish Primera División
531,578,Gabriel Armando de Abreu,Valencia CF,26,Spanish Primera División
532,579,Vladimír Darida,Hertha BSC Berlin,26,German Bundesliga
533,580,Cédric Ricardo Alves Soares,Southampton,25,English Premier League
534,581,Lorenzo Tonelli,Napoli,27,Italian Serie A
535,582,Riccardo Saponara,Fiorentina,25,Italian Serie A
536,583,Djibril Sidibé,AS Monaco,24,French Ligue 1
537,584,Yevhen Konoplyanka,FC Schalke 04,27,German Bundesliga
538,585,Lucas Digne,FC Barcelona,23,Spanish Primera División
539,586,Francisco Alcácer García,FC Barcelona,23,Spanish Primera División
540,587,José Vicente Gómez Umpiérrez,UD Las Palmas,28,Spanish Primera División
541,588,Emre Çolak,RC Deportivo de La Coruña,26,Spanish Primera División
542,590,John Guidetti,RC Celta de Vigo,25,Spanish Primera División
543,591,Oriol Romeu Vidal,Southampton,25,English Premier League
544,592,Manuel Agudo Durán,Sevilla FC,30,Spanish Primera División
545,593,Bruno Martins Indi,Stoke City,25,English Premier League
546,594,Manolo Gabbiadini,Southampton,25,English Premier League
547,595,Patrick Herrmann,Borussia Mönchengladbach,26,German Bundesliga
548,596,Florian Lejeune,Newcastle United,26,English Premier League
549,597,Jeffrey Bruma,VfL Wolfsburg,25,German Bundesliga
550,598,Adrián San Miguel Castillo,West Ham United,30,English Premier League
551,599,Sergio Gontán Gallardo,Málaga CF,25,Spanish Primera División
552,600,Hernán Pérez,RCD Espanyol,28,Spanish Primera División
553,601,Jaume Vicent Costa Jordá,Villarreal CF,29,Spanish Primera División
554,602,Sergio Escudero Palomo,Sevilla FC,27,Spanish Primera División
555,603,Yunus Mall?,VfL Wolfsburg,25,German Bundesliga
556,604,Sébastien Corchia,Sevilla FC,26,Spanish Primera División
557,605,Juraj Kucka,Trabzonspor,30,Turkish Süper Lig
558,607,Adem Ljaji?,Torino,25,Italian Serie A
559,608,Sergio Canales Madrazo,Real Sociedad,26,Spanish Primera División
560,609,Marwin Hitz,FC Augsburg,29,German Bundesliga
561,610,Mikel Balenziaga,Athletic Club de Bilbao,29,Spanish Primera División
562,611,Wilfried Bony,Swansea City,28,English Premier League
563,612,Iker Muniain Goñi,Athletic Club de Bilbao,24,Spanish Primera División
564,613,Benjamin Hübner,TSG 1899 Hoffenheim,27,German Bundesliga
565,614,Francis Coquelin,Arsenal,26,English Premier League
566,615,Jonathas de Jesus Maurício,Hannover 96,28,German Bundesliga
567,617,Volkan Babacan,?stanbul Ba?ak?ehir FK,28,Turkish Süper Lig
568,618,Seydou Doumbia,Sporting CP,29,Portuguese Primeira Liga
569,621,Maurício Santos Nascimento,Lazio,28,Italian Serie A
570,622,Marco Fabián,Eintracht Frankfurt,27,German Bundesliga
571,623,Ron-Robert Zieler,VfB Stuttgart,28,German Bundesliga
572,624,Danny Drinkwater,Chelsea,27,English Premier League
573,625,Aleksandar Kolarov,Roma,31,Italian Serie A
574,626,Mariano Ferreira Filho,Galatasaray SK,31,Turkish Süper Lig
575,627,Sofiane Feghouli,Galatasaray SK,27,Turkish Süper Lig
576,628,Kyriakos Papadopoulos,Hamburger SV,25,German Bundesliga
577,629,Sandro Wagner,TSG 1899 Hoffenheim,29,German Bundesliga
578,630,Pablo Piatti,RCD Espanyol,28,Spanish Primera División
579,631,Claudio Yacob,West Bromwich Albion,29,English Premier League
580,632,Angelo Ogbonna,West Ham United,29,English Premier League
581,633,Roberto Jiménez Gago,Málaga CF,31,Spanish Primera División
582,634,Nordin Amrabat,CD Leganés,30,Spanish Primera División
583,635,William Vainqueur,Antalyaspor,28,Turkish Süper Lig
584,636,Marcelo Antônio Guedes Filho,Olympique Lyonnais,30,French Ligue 1
585,637,Vitorino Pacheco Antunes,Getafe CF,30,Spanish Primera División
586,638,Fabricio Agosto Ramírez,Be?ikta? JK,29,Turkish Süper Lig
587,639,Sebastian Prödl,Watford,30,English Premier League
588,641,Fabian Johnson,Borussia Mönchengladbach,29,German Bundesliga
589,642,Bojan Krki? Pérez,Deportivo Alavés,26,Spanish Primera División
590,643,Marouane Fellaini,Manchester United,29,English Premier League
591,645,André Ayew,West Ham United,27,English Premier League
592,646,David Ospina,Arsenal,28,English Premier League
593,647,Winston Reid,West Ham United,28,English Premier League
594,648,Lucas Pezzini Leiva,Lazio,30,Italian Serie A
595,649,Zlatko Junuzovi?,SV Werder Bremen,29,German Bundesliga
596,650,Cristian Ansaldi,Torino,30,Italian Serie A
597,651,Victor Moses,Chelsea,26,English Premier League
598,652,Jorge Andújar Moreno,FC Schalke 04,30,German Bundesliga
599,653,David Zurutuza,Real Sociedad,30,Spanish Primera División
600,655,José Miguel da Rocha Fonte,West Ham United,33,English Premier League
601,656,Nuri ?ahin,Borussia Dortmund,28,German Bundesliga
602,658,Ryan Shawcross,Stoke City,29,English Premier League
603,659,Jonny Evans,West Bromwich Albion,29,English Premier League
604,660,Salvatore Sirigu,Torino,30,Italian Serie A
605,661,Asamoah Gyan,Kayserispor,31,Turkish Süper Lig
606,662,Yohan Cabaye,Crystal Palace,31,English Premier League
607,663,Danilo Larangeira,Udinese,33,Italian Serie A
608,664,Nicolás Pareja,Sevilla FC,33,Spanish Primera División
609,665,?tefan Radu,Lazio,30,Italian Serie A
610,666,David Abraham,Eintracht Frankfurt,30,German Bundesliga
611,667,Michael Krohn-Dehli,Sevilla FC,34,Spanish Primera División
612,668,José Manuel Jurado Marín,RCD Espanyol,31,Spanish Primera División
613,669,Bafétimbi Gomis,Galatasaray SK,31,Turkish Süper Lig
614,670,Héctor Herrera,FC Porto,27,Portuguese Primeira Liga
615,671,Anderson Luís da Silva,SL Benfica,36,Portuguese Primeira Liga
616,676,Xabier Prieto Argarate,Real Sociedad,33,Spanish Primera División
617,677,Álvaro Negredo Sánchez,Be?ikta? JK,31,Turkish Süper Lig
618,679,Pablo Zabaleta,West Ham United,32,English Premier League
619,681,Willy Caballero,Chelsea,35,English Premier League
620,682,Vágner Silva de Souza,Alanyaspor,33,Turkish Süper Lig
621,683,Michel Vorm,Tottenham Hotspur,33,English Premier League
622,684,Daniel Baier,FC Augsburg,33,German Bundesliga
623,685,Heurelho Silva Gomes,Watford,36,English Premier League
624,686,René Adler,1. FSV Mainz 05,32,German Bundesliga
625,687,Patrice Evra,Olympique de Marseille,36,French Ligue 1
626,688,Stefano Sorrentino,Chievo Verona,38,Italian Serie A
627,689,Joaquín Sánchez Rodríguez,Real Betis Balompié,35,Spanish Primera División
628,691,Gareth Barry,West Bromwich Albion,36,English Premier League
629,692,Emre Belözo?lu,?stanbul Ba?ak?ehir FK,36,Turkish Süper Lig
630,694,André Miguel Valente da Silva,Milan,21,Italian Serie A
631,696,Yeray Álvarez López,Athletic Club de Bilbao,22,Spanish Primera División
632,697,Christian Pulisic,Borussia Dortmund,18,German Bundesliga
633,698,Lucas Tousart,Olympique Lyonnais,20,French Ligue 1
634,700,Vincent Koziello,OGC Nice,21,French Ligue 1
635,701,Nemanja Radoja,RC Celta de Vigo,24,Spanish Primera División
636,702,Valentin Rongier,FC Nantes,22,French Ligue 1
637,704,Franco Cervi,SL Benfica,23,Portuguese Primeira Liga
638,705,Jorge Meré Pérez,1. FC Köln,20,German Bundesliga
639,706,Jonathan Rodríguez Menéndez,Málaga CF,25,Spanish Primera División
640,707,Rick Karsdorp,Roma,22,Italian Serie A
641,708,Daniel Ceballos Fernández,Real Madrid CF,20,Spanish Primera División
642,710,Raúl Michel Melo da Silva,SC Braga,27,Portuguese Primeira Liga
643,711,Pau López Sabata,RCD Espanyol,22,Spanish Primera División
644,712,Matias Vecino,Inter,25,Italian Serie A
645,713,Antonio Sanabria,Real Betis Balompié,21,Spanish Primera División
646,714,Rodrigo Battaglia,Sporting CP,25,Portuguese Primeira Liga
647,715,José Izquierdo,Brighton & Hove Albion,24,English Premier League
648,716,Theo Bongonda,Trabzonspor,21,Turkish Süper Lig
649,717,Rúben Afonso Borges Semedo,Villarreal CF,23,Spanish Primera División
650,718,Rafael A. Ferreira Silva,SL Benfica,24,Portuguese Primeira Liga
651,719,Maximilian Philipp,Borussia Dortmund,23,German Bundesliga
652,720,José Luis Morales Nogales,Levante UD,29,Spanish Primera División
653,721,Ander Capa Rodríguez,SD Eibar,25,Spanish Primera División
654,722,Marco Sportiello,Fiorentina,25,Italian Serie A
655,723,Lucas Alario,Bayer 04 Leverkusen,24,German Bundesliga
656,724,Duván Zapata,Sampdoria,26,Italian Serie A
657,726,Lisandro López,SL Benfica,27,Portuguese Primeira Liga
658,728,Alan Ruiz,Sporting CP,23,Portuguese Primeira Liga
659,729,Diego Laxalt,Genoa,24,Italian Serie A
660,730,Divock Origi,VfL Wolfsburg,22,German Bundesliga
661,731,Niklas Stark,Hertha BSC Berlin,22,German Bundesliga
662,732,Hernâni Jorge Santos Fortes,FC Porto,25,Portuguese Primeira Liga
663,733,Iuri José Picanço Medeiros,Sporting CP,22,Portuguese Primeira Liga
664,734,Bruno Miguel Borges Fernandes,Sporting CP,22,Portuguese Primeira Liga
665,735,Roberto Gagliardini,Inter,23,Italian Serie A
666,737,Carles Gil Pareja,RC Deportivo de La Coruña,24,Spanish Primera División
667,738,Paulo André Rodrigues Oliveira,SD Eibar,26,Spanish Primera División
668,739,Alexander Szymanowski,CD Leganés,28,Spanish Primera División
669,740,Bruno da Silva Peres,Roma,27,Italian Serie A
670,741,Kevin Wimmer,Stoke City,24,English Premier League
671,742,Thomas Partey,Atlético Madrid,24,Spanish Primera División
672,744,Filip Kosti?,Hamburger SV,24,German Bundesliga
673,745,Andreas Hugo Hoelgebaum Pereira,Valencia CF,21,Spanish Primera División
674,746,Andreas Samaris,SL Benfica,28,Portuguese Primeira Liga
675,747,Abdoulaye Doucouré,Watford,24,English Premier League
676,748,Guido Pizarro,Sevilla FC,27,Spanish Primera División
677,750,Matthias Ginter,Borussia Mönchengladbach,23,German Bundesliga
678,751,Jesse Lingard,Manchester United,24,English Premier League
679,752,Mitchell Weiser,Hertha BSC Berlin,23,German Bundesliga
680,753,Denis Cheryshev,Villarreal CF,26,Spanish Primera División
681,754,Pedro Bigas Rigo,UD Las Palmas,26,Spanish Primera División
682,755,Dominique Heintz,1. FC Köln,23,German Bundesliga
683,756,Lucas Castro,Chievo Verona,28,Italian Serie A
684,757,James Ward-Prowse,Southampton,22,English Premier League
685,758,Takashi Inui,SD Eibar,29,Spanish Primera División
686,759,Marcel Sabitzer,RB Leipzig,23,German Bundesliga
687,760,Benjamin Mendy,Manchester City,22,English Premier League
688,761,Raúl Jiménez,SL Benfica,26,Portuguese Primeira Liga
689,762,Emiliano Sala,FC Nantes,26,French Ligue 1
690,763,Baptiste Reynet,Dijon FCO,26,French Ligue 1
691,764,M'Baye Niang,Torino,22,Italian Serie A
692,768,Pavel Kade?ábek,TSG 1899 Hoffenheim,25,German Bundesliga
693,771,Leonardo Bittencourt,1. FC Köln,23,German Bundesliga
694,772,Jannik Vestergaard,Borussia Mönchengladbach,24,German Bundesliga
695,773,Sergi Darder Moll,RCD Espanyol,23,Spanish Primera División
696,774,Diego Demme,RB Leipzig,25,German Bundesliga
697,775,Valentin Eysseric,Fiorentina,25,Italian Serie A
698,776,Gastón Ramírez,Sampdoria,26,Italian Serie A
699,777,David López Silva,RCD Espanyol,27,Spanish Primera División
700,778,Geoffrey Kondogbia,Valencia CF,24,Spanish Primera División
701,779,Ciprian T?t?ru?anu,FC Nantes,31,French Ligue 1
702,780,Milan Badelj,Fiorentina,28,Italian Serie A
703,781,Aïssa Mandi,Real Betis Balompié,25,Spanish Primera División
704,785,José Carlos Coentrão Marafona,SC Braga,30,Portuguese Primeira Liga
705,786,Benjamin Lecomte,Montpellier Hérault SC,26,French Ligue 1
706,787,Nacer Chadli,West Bromwich Albion,27,English Premier League
707,788,Mark Uth,TSG 1899 Hoffenheim,25,German Bundesliga
708,789,Sebastian Rode,Borussia Dortmund,26,German Bundesliga
709,791,André Filipe Brás André,FC Porto,27,Portuguese Primeira Liga
710,792,Danilo Luiz da Silva,Manchester City,25,English Premier League
711,793,Vincent Aboubakar,FC Porto,25,Portuguese Primeira Liga
